order_number,orderDate,Item Name,Quantity,ProductPrice,Totalproducts
44027,2019-06-26 22:44:14,Betty Crocker,9,14.38,16
12657,2016-08-11 10:07:52,Nutella,5,44.47,28
93346,2019-09-26 16:46:04,Wendy's,6,77.83,9
99199,2017-01-16 06:38:54,Betty Crocker,1,20.58,4
80950,2020-04-11 02:56:26,Nutella,9,83.15,17
47816,2020-07-23 20:00:11,Heinz,8,19.66,7
20649,2017-01-13 06:05:33,KFC,8,80.19,4
91007,2017-09-23 19:20:10,Red Lobster,5,76.34,5
10953,2020-06-02 13:14:48,Nabisco,3,30.45,4
90858,2020-12-09 11:21:55,Sun-Pat,4,4.38,15
12032,2016-09-28 14:02:39,Olymel,9,53.82,28
30402,2016-08-16 18:29:07,Domino,6,6.27,10
63869,2019-01-26 07:05:12,Carib Brewery,7,49.41,16
78329,2018-11-06 08:49:03,Vitta Foods,2,56.56,18
30448,2020-08-21 10:27:48,Heinz,1,3.22,14
7000,2018-04-09 17:02:51,M&M Food Market,8,55.82,17
41052,2018-07-31 02:17:12,Magnum,7,98.44,5
34016,2016-01-28 10:37:03,Knorr,1,87.26,12
7360,2020-07-11 05:55:28,Wonder Bread,7,33.96,13
19757,2019-05-28 16:57:13,Tic Tac,7,17.25,1
7292,2016-02-29 12:04:08,Kinder,9,11.98,1
53406,2021-05-26 06:25:31,Dunkin' Donuts,2,18.81,23
8487,2018-06-13 00:58:56,Betty Crocker,3,51.40,6
17973,2021-04-28 14:15:20,Kinder,2,19.78,13
48952,2019-10-13 07:56:54,Subway,3,31.42,17
68221,2019-01-04 07:26:54,Dunkin' Donuts,1,57.10,11
76139,2018-06-10 15:47:50,Sun-Pat,3,2.07,15
43614,2016-01-14 08:22:19,Burger King,1,7.05,20
46076,2021-11-11 01:47:30,Andy Capp's fries,5,17.33,20
2784,2019-10-22 01:23:39,Kits,9,54.09,9
97422,2017-09-27 04:54:09,Andy Capp's fries,2,96.12,14
57289,2021-09-09 11:25:55,Betty Crocker,4,88.28,6
8563,2016-11-02 15:22:28,Heinz,9,98.70,8
49362,2019-03-27 21:44:42,Dr. Oetker,7,15.64,24
54152,2019-06-28 00:49:07,Kits,2,64.45,26
73058,2016-05-26 05:54:13,Knorr,6,83.44,11
73009,2016-10-25 05:51:00,Wendy's,1,74.70,22
99074,2017-03-18 05:26:38,Cheetos,1,83.25,12
64951,2017-11-01 12:47:31,Burger King,3,5.52,25
54452,2021-08-12 15:15:06,Wonder Bread,4,18.83,3
5535,2018-05-08 21:40:53,Papadopoulos,8,80.26,21
72739,2020-09-07 13:01:43,Burger King,6,45.34,17
72414,2021-10-09 04:48:13,Kinder,5,96.33,8
15540,2021-07-31 22:09:22,Bel Group,4,84.88,1
59032,2018-12-19 17:46:09,Bewley's,4,68.53,20
78924,2021-04-22 18:15:22,Kits,2,11.44,25
2165,2021-02-21 10:01:34,Heinz,8,42.62,14
3892,2020-07-27 12:20:58,Nabisco,2,42.66,14
66228,2020-12-07 09:37:27,Bel Group,2,73.76,9
7007,2017-09-29 08:01:58,Soprole,1,75.19,11
94577,2021-09-30 00:03:39,Wendy's,4,48.25,5
85928,2020-07-29 09:57:12,Olymel,4,82.55,10
65865,2016-05-28 14:18:24,Bewley's,4,53.34,8
18986,2018-10-02 04:17:31,Doritos,8,39.96,13
90134,2019-11-04 10:35:26,Subway,8,42.80,23
28305,2017-04-09 04:50:42,Tic Tac,4,72.62,27
63061,2020-11-12 02:57:57,Wonder Bread,6,14.42,15
39128,2016-05-15 19:06:26,Wendy's,6,4.86,4
86087,2021-09-25 16:31:00,Vitta Foods,3,36.56,19
35962,2016-06-03 17:02:48,Carib Brewery,5,50.62,2
72672,2020-06-07 22:16:25,Red Lobster,4,10.41,21
28886,2017-10-20 19:29:04,Dunkin' Donuts,1,59.96,1
12610,2017-04-03 12:44:10,Secret Recipe,3,81.27,11
48503,2016-08-01 09:47:24,Nesquik,9,44.10,23
60471,2017-02-16 21:50:22,Kinder,2,27.96,5
97265,2021-07-18 12:36:55,McDonald's,2,24.10,4
90044,2019-04-22 18:03:13,Olymel,9,7.07,27
68264,2019-12-15 11:10:24,Nutella,3,69.37,4
10588,2016-04-30 19:07:23,Taco Bell,6,79.85,26
91146,2020-06-04 07:58:52,Kinder,4,88.61,6
15404,2016-12-24 04:00:28,Secret Recipe,5,35.19,1
23998,2018-12-28 19:58:01,Knorr,7,68.65,20
60982,2016-08-31 04:10:03,KFC,4,49.28,11
53978,2018-05-14 01:10:57,KFC,8,83.62,3
9218,2017-05-26 13:49:39,Wonder Bread,9,35.97,2
32627,2020-03-16 05:54:35,Kinder,9,99.94,16
96319,2021-10-02 01:48:28,Knorr,4,66.99,3
96628,2021-04-10 01:33:36,Pizza Hut,5,36.50,19
4279,2021-11-21 11:14:03,Magnum,2,16.57,27
95901,2021-03-11 20:04:07,Nesquik,2,77.34,24
97069,2017-05-03 07:52:04,Burger King,6,65.31,7
51738,2019-08-27 11:18:30,Vitta Foods,5,81.76,19
65337,2017-09-16 02:03:07,Carib Brewery,1,96.44,15
19108,2020-06-12 00:39:39,Magnum,6,63.15,18
16598,2019-03-03 19:21:25,Cobblestone,4,57.55,5
65110,2018-03-23 22:40:11,Andy Capp's fries,2,29.75,28
41665,2020-02-24 04:47:02,Betty Crocker,6,81.62,20
31816,2020-12-18 15:08:29,Nesquik,5,73.61,23
70300,2018-08-26 09:16:50,Magnum,7,32.48,28
67130,2018-03-13 19:09:12,Domino,4,3.31,19
72621,2019-05-21 21:49:50,Magnum,7,85.18,3
23011,2018-06-07 15:57:17,Vitta Foods,3,91.95,7
1561,2017-11-03 07:37:02,KFC,9,50.92,2
78078,2018-08-13 09:55:03,Baskin robbins,5,56.43,2
9271,2021-05-03 02:24:45,Bel Group,7,89.86,8
16857,2018-06-30 01:04:39,Wonder Bread,3,31.79,26
83335,2017-05-19 21:08:17,Betty Crocker,1,71.90,5
45799,2020-05-08 10:53:08,Nesquik,2,91.85,23
23743,2016-07-02 14:39:52,Lavazza,4,34.27,19
88546,2017-03-19 17:31:12,Knorr,9,97.11,28
26344,2021-11-24 22:41:47,Burger King,9,16.92,16
22349,2017-12-12 10:00:40,Bewley's,6,26.25,27
40054,2019-12-22 09:15:16,Bel Group,9,94.69,9
13135,2017-05-04 18:51:31,Nabisco,1,92.87,13
41565,2017-06-05 09:42:25,Taco Bell,7,75.84,14
24628,2020-05-06 16:10:35,LEonidas,6,73.41,16
45487,2016-01-05 10:37:26,Applebee's,5,58.47,13
64960,2020-01-30 08:46:31,Dr. Oetker,3,72.81,21
49145,2017-04-28 02:13:03,Pizza Hut,5,61.26,27
66979,2018-03-15 11:19:00,Wonder Bread,8,77.26,13
2887,2017-01-30 06:23:48,Taco Bell,4,91.65,13
31779,2021-01-08 20:40:03,Nabisco,9,22.56,2
47994,2021-06-23 07:31:46,Subway,2,6.77,4
36241,2018-12-21 10:21:41,Secret Recipe,9,69.40,15
3131,2019-07-17 21:48:37,Magnum,5,81.25,23
50353,2019-06-14 04:12:57,Carib Brewery,8,75.62,16
36759,2017-11-23 03:31:05,Magnum,4,54.97,22
28354,2017-04-23 18:02:01,Tic Tac,9,49.88,27
81227,2018-03-19 18:58:36,Betty Crocker,3,24.39,18
43574,2017-03-11 01:50:09,Doritos,5,42.72,24
41746,2021-06-23 19:29:30,Subway,8,17.17,3
12979,2018-04-08 19:39:43,Applebee's,5,15.90,9
51542,2017-01-23 03:21:19,Carib Brewery,2,94.89,10
41531,2019-04-11 17:03:32,Starbucks,5,30.48,10
99225,2016-11-05 00:17:29,Kinder,4,41.11,5
17699,2017-12-14 11:24:18,Nabisco,8,47.15,13
12642,2020-12-17 05:50:40,LEonidas,6,80.10,24
44883,2017-05-25 14:33:19,Pizza Hut,2,83.86,9
73426,2020-06-29 18:43:09,Carib Brewery,1,35.73,9
10498,2016-06-18 03:02:13,Dr. Oetker,8,20.61,26
42683,2019-03-18 06:16:42,KFC,7,93.08,27
10227,2021-08-22 13:51:41,Lavazza,1,53.68,18
52070,2017-08-26 01:46:44,Lavazza,1,61.33,5
48641,2021-08-11 05:55:51,Olymel,5,55.00,7
40638,2016-09-12 05:46:13,Baskin robbins,5,27.33,25
13908,2018-02-15 11:00:24,Baskin robbins,5,50.50,11
83350,2016-06-14 13:53:27,Baskin robbins,7,65.00,15
88627,2018-10-29 11:26:12,Wonder Bread,1,28.56,18
88118,2020-12-10 05:27:02,Nesquik,5,22.52,21
71036,2021-10-11 00:38:23,Cobblestone,5,35.31,3
41326,2020-12-08 05:48:58,Dunkin' Donuts,8,6.79,1
13016,2017-03-21 21:53:28,Applebee's,8,13.86,10
70034,2019-02-05 02:16:47,Nutella,5,87.05,25
87002,2019-12-30 22:28:12,Kinder,6,44.48,11
28864,2018-05-16 09:30:35,McDonald's,1,14.16,12
51095,2018-06-13 10:56:22,Starbucks,7,97.01,3
21297,2021-09-24 22:54:08,Domino,3,45.68,13
42404,2018-04-16 14:28:04,Secret Recipe,2,60.67,9
86182,2017-11-14 16:38:22,Domino,2,99.09,10
33524,2019-07-19 09:24:10,Secret Recipe,4,50.36,5
26195,2019-07-25 10:43:58,Nesquik,8,99.89,3
77246,2016-09-07 06:42:12,Starbucks,3,35.53,20
25091,2017-06-29 07:21:06,Magnum,9,22.29,22
88634,2019-08-31 05:30:03,Bel Group,8,96.66,8
66824,2017-04-01 02:00:32,Red Lobster,3,70.19,9
5299,2016-06-05 21:40:53,Wendy's,3,9.62,5
15096,2019-06-05 15:08:11,Dr. Oetker,8,78.65,27
2089,2017-10-19 15:16:01,Kinder,2,34.80,25
52315,2017-08-21 00:00:42,Magnum,6,55.60,2
1082,2020-10-06 07:29:06,Carib Brewery,5,95.80,12
33246,2019-01-29 00:14:16,Bewley's,4,68.64,25
84721,2021-06-16 05:43:38,Tic Tac,6,69.42,11
49081,2018-01-02 03:35:56,Red Lobster,9,19.15,27
51898,2017-03-11 12:24:33,Applebee's,3,77.71,28
41867,2021-11-10 20:42:12,Carib Brewery,5,60.84,8
52218,2020-11-16 12:24:54,Applebee's,4,44.27,3
77029,2017-04-30 11:42:21,Dunkin' Donuts,4,85.16,19
63206,2020-09-19 22:26:57,McDonald's,5,46.39,25
66028,2018-03-26 07:53:24,Doritos,7,12.48,17
65416,2020-10-04 11:37:12,Olymel,5,19.35,16
68429,2020-02-22 09:11:36,Soprole,8,8.43,12
54476,2021-04-23 00:23:24,Wonder Bread,9,60.28,20
96820,2017-09-15 08:34:00,Magnum,3,35.24,23
2424,2017-08-01 02:49:11,Vitta Foods,9,14.28,20
84351,2019-08-02 15:04:02,Bewley's,7,9.20,23
29691,2021-03-21 20:39:35,Wonder Bread,4,83.19,23
41384,2018-12-27 18:38:24,Subway,8,20.20,14
43964,2020-07-18 07:34:49,Lavazza,6,29.54,7
5779,2017-05-13 02:25:29,Baskin robbins,4,42.24,23
61446,2016-10-03 21:28:17,Cobblestone,8,3.65,22
94836,2019-06-22 20:43:22,Papadopoulos,6,31.83,7
77471,2016-05-10 06:55:44,Olymel,4,39.14,8
89302,2018-04-19 21:23:50,Secret Recipe,8,82.28,15
57863,2019-07-24 14:46:17,Domino,4,39.04,28
56153,2016-06-22 13:00:01,Taco Bell,8,98.73,4
96211,2018-05-20 19:22:51,Taco Bell,6,48.88,3
68914,2020-06-22 00:20:38,Dr. Oetker,4,50.64,9
82083,2021-11-06 07:10:42,Magnum,8,92.36,9
45888,2021-01-09 01:10:31,Olymel,7,25.90,21
81621,2021-03-31 11:57:17,Heinz,1,25.35,25
12214,2018-02-21 07:26:17,Vitta Foods,1,70.66,2
74810,2020-04-09 02:34:36,Knorr,7,83.79,14
44215,2017-03-02 13:53:28,KFC,5,36.87,26
74233,2019-06-03 13:29:11,Carib Brewery,5,63.86,16
10641,2016-03-22 13:49:58,Carib Brewery,8,91.35,13
13054,2017-05-25 09:51:25,Nutella,8,44.96,11
48651,2020-04-12 18:43:19,Dr. Oetker,2,60.38,15
33142,2016-04-16 22:13:22,Wonder Bread,6,74.90,11
15423,2019-05-26 22:24:47,McDonald's,2,70.07,8
31635,2016-06-21 15:29:04,Pizza Hut,2,83.51,24
93621,2017-02-19 12:48:07,Kits,3,21.47,1
29921,2016-04-11 11:34:13,Nutella,7,40.94,23
3210,2018-09-25 11:06:13,Bel Group,4,46.14,1
18675,2020-09-13 04:04:26,Vitta Foods,1,18.28,21
23720,2021-08-09 04:03:58,Bel Group,6,8.27,5
64530,2020-11-17 20:41:47,Cheetos,7,42.60,25
68102,2020-10-29 01:27:50,McDonald's,8,45.13,8
86190,2019-05-09 02:13:34,Carib Brewery,3,46.11,27
68911,2017-12-13 04:57:22,Lavazza,9,52.27,28
28009,2019-09-18 12:23:02,Wonder Bread,9,74.20,14
43436,2016-09-14 21:00:18,Carib Brewery,7,66.10,21
23026,2017-04-27 06:38:11,Lavazza,6,9.08,14
58662,2017-11-25 03:09:58,Nabisco,1,70.17,5
18057,2018-12-31 05:37:31,LEonidas,4,17.65,9
63548,2017-07-08 09:32:44,Kits,4,91.19,20
77303,2020-11-28 14:41:53,Nesquik,9,75.01,3
7514,2016-02-15 11:54:33,Soprole,9,66.11,18
94144,2018-11-06 09:46:50,Cobblestone,9,62.41,27
89939,2016-07-31 11:28:24,Lavazza,8,54.72,12
61479,2019-11-10 03:33:13,Sun-Pat,7,48.97,2
8651,2020-01-02 18:33:44,Subway,4,85.84,17
19691,2017-12-27 07:04:10,Vitta Foods,5,2.51,7
86020,2018-07-23 21:41:01,Subway,4,84.55,8
55597,2018-08-22 14:22:51,Nabisco,3,93.71,4
92781,2016-01-02 15:08:13,Subway,3,9.38,8
9577,2020-07-14 21:45:10,Dunkin' Donuts,7,11.54,14
95073,2019-05-18 06:35:01,Bewley's,7,96.19,28
66483,2019-07-09 06:23:17,Tic Tac,7,78.45,21
97562,2017-07-31 10:17:09,Heinz,5,86.19,7
47645,2017-03-27 08:14:09,Lavazza,7,11.11,14
57728,2018-01-31 20:24:35,McDonald's,5,55.47,9
90464,2021-10-02 14:46:29,Doritos,2,99.42,7
25204,2020-12-07 17:57:29,Domino,2,6.23,27
16045,2019-10-23 15:57:10,Sun-Pat,4,5.68,19
31454,2021-08-22 08:51:18,McDonald's,6,59.74,14
25097,2020-03-05 15:51:14,Bewley's,6,89.92,5
28715,2018-07-25 07:32:09,Bel Group,3,67.61,25
29250,2016-06-10 07:44:55,Subway,4,88.65,28
88045,2019-09-09 06:44:40,Domino,9,78.71,13
3961,2018-12-27 02:31:23,Tic Tac,6,85.70,2
18948,2021-05-14 22:51:11,Dr. Oetker,4,91.93,27
30167,2020-03-23 05:54:16,Dunkin' Donuts,2,56.84,21
29076,2019-03-06 21:10:49,Betty Crocker,9,77.35,2
64749,2019-07-12 03:35:48,Vitta Foods,6,42.54,15
5797,2016-05-14 19:45:08,Secret Recipe,3,19.26,21
73465,2016-07-13 22:58:45,Dunkin' Donuts,9,78.03,12
21350,2019-09-15 12:51:18,Doritos,5,64.11,9
99912,2020-04-27 00:19:39,Nabisco,7,19.03,15
51593,2020-08-17 11:36:19,Taco Bell,6,19.81,5
1618,2021-02-28 08:07:18,Burger King,5,96.44,13
76884,2019-09-18 01:56:43,Wendy's,1,67.31,16
94749,2020-08-31 17:30:53,Burger King,2,93.54,22
10599,2018-03-19 18:55:17,Baskin robbins,4,87.00,8
71672,2020-05-04 16:35:44,Starbucks,7,54.87,10
47417,2021-07-13 19:15:13,Red Lobster,2,86.21,26
30635,2019-05-23 09:41:20,Wonder Bread,8,13.66,18
64728,2017-03-31 15:03:49,Red Lobster,1,16.74,1
70708,2019-06-12 01:12:17,Dr. Oetker,5,57.71,3
99634,2018-12-06 14:07:56,Baskin robbins,3,4.24,11
8867,2019-07-22 20:15:40,Bel Group,3,79.41,1
15859,2021-10-24 02:11:11,Soprole,5,21.40,6
87619,2017-06-03 09:34:36,Dr. Oetker,6,54.10,20
89663,2016-03-27 20:22:55,Nesquik,7,79.52,1
88019,2020-04-14 03:42:54,Wendy's,4,46.92,7
62366,2016-09-09 14:03:29,Knorr,2,29.64,16
70227,2020-06-07 15:42:06,Nesquik,1,73.24,3
1389,2020-05-05 15:22:18,Dr. Oetker,1,68.65,17
76535,2016-08-12 13:51:04,Betty Crocker,4,83.88,3
89780,2018-07-28 03:58:19,Baskin robbins,1,44.59,23
92926,2019-11-22 04:49:13,Starbucks,5,26.75,10
74621,2019-02-06 14:02:45,M&M Food Market,2,80.62,10
69531,2017-06-23 19:08:11,LEonidas,6,68.03,5
11485,2019-12-10 01:49:39,Nesquik,9,76.63,6
33739,2016-12-31 01:32:21,Pizza Hut,8,10.21,21
98271,2017-06-03 18:15:07,Andy Capp's fries,8,8.64,19
29353,2020-07-24 04:34:13,Carib Brewery,4,77.36,19
69952,2018-04-16 03:25:00,Papadopoulos,2,30.77,23
75079,2019-01-05 10:17:11,Tic Tac,8,82.71,28
29033,2020-12-14 02:57:53,Taco Bell,9,51.30,9
93346,2016-04-25 16:32:02,M&M Food Market,1,37.25,17
51359,2019-02-24 06:49:53,Betty Crocker,3,90.37,11
21322,2019-08-25 01:22:22,Tic Tac,3,19.52,13
56612,2019-12-17 22:29:52,Doritos,8,91.25,17
78750,2019-01-14 13:07:28,Bewley's,6,28.06,4
25280,2016-05-02 02:55:04,Secret Recipe,1,35.15,6
32056,2021-04-30 19:47:02,Knorr,5,79.94,7
98648,2018-05-24 14:46:34,Doritos,1,92.88,18
30908,2016-01-28 02:23:11,McDonald's,5,5.40,16
69056,2018-08-22 17:04:16,Starbucks,7,76.07,19
20382,2020-07-18 07:49:08,Knorr,4,34.34,11
27385,2016-06-21 10:31:51,Secret Recipe,8,45.60,16
29399,2019-01-20 08:22:31,Taco Bell,6,56.49,20
1964,2017-09-21 19:14:25,Papadopoulos,7,28.24,11
9809,2017-04-17 15:01:17,M&M Food Market,9,23.19,28
10483,2017-06-08 03:31:21,Andy Capp's fries,4,93.30,18
19145,2021-01-22 19:38:22,Vitta Foods,3,23.08,10
60883,2019-02-01 04:14:26,Kits,8,36.07,26
55473,2018-07-29 08:30:35,Betty Crocker,2,32.87,22
14833,2020-07-07 21:37:10,Nabisco,4,5.63,10
38334,2020-07-22 03:50:22,LEonidas,1,90.09,9
84946,2016-03-29 19:22:03,Bewley's,5,33.04,18
83555,2021-06-17 07:19:12,Knorr,6,56.06,6
68879,2020-09-21 16:44:32,Betty Crocker,3,51.12,1
72104,2017-05-29 04:34:53,Nesquik,9,57.57,13
73781,2016-05-07 22:01:29,Domino,4,81.64,16
1437,2018-11-30 19:52:35,Kits,3,11.83,8
45469,2021-11-18 04:00:52,M&M Food Market,7,76.40,4
92812,2016-01-13 22:37:28,Sun-Pat,8,68.25,3
35739,2018-11-15 19:35:01,Nabisco,4,34.97,25
76943,2020-11-04 16:17:57,Bewley's,8,97.13,26
74451,2019-12-18 09:31:36,Applebee's,5,20.39,28
24374,2019-11-10 19:44:54,Vitta Foods,2,60.98,19
19878,2018-04-04 18:32:20,Nesquik,3,67.65,21
76040,2020-12-20 12:21:20,Andy Capp's fries,1,32.97,1
71046,2017-04-02 21:58:37,Nesquik,9,97.37,1
60452,2017-08-08 22:27:41,Lavazza,8,85.19,15
71837,2020-12-30 12:39:13,Wonder Bread,1,47.38,7
88028,2020-11-18 14:56:56,Applebee's,5,79.91,7
12892,2017-10-26 06:37:08,Cheetos,8,9.65,28
79628,2017-05-10 02:28:18,Tic Tac,7,27.76,7
1557,2019-02-02 13:07:08,Betty Crocker,6,4.49,21
90691,2016-07-30 21:57:22,Wonder Bread,5,89.52,21
54483,2016-03-10 18:23:26,Dunkin' Donuts,7,15.63,3
30703,2017-02-17 00:40:13,M&M Food Market,7,18.49,11
83292,2020-11-22 13:54:05,Doritos,3,15.08,26
31998,2020-08-29 16:02:40,Vitta Foods,7,19.67,14
7389,2019-01-25 08:23:25,Soprole,1,26.74,22
68417,2018-04-07 08:09:53,Soprole,5,87.31,22
36250,2019-05-13 00:43:46,McDonald's,5,98.98,7
88282,2019-04-01 11:00:17,Secret Recipe,4,18.49,11
62039,2016-04-04 08:18:13,KFC,4,58.12,28
51794,2020-12-23 19:54:07,McDonald's,5,65.61,26
26622,2016-07-26 05:29:53,Baskin robbins,9,38.86,17
27650,2017-09-26 08:55:08,Secret Recipe,2,73.50,24
11858,2021-03-23 19:00:43,Kinder,7,57.87,23
83792,2020-09-21 12:34:06,Papadopoulos,8,88.40,3
4401,2016-03-11 16:31:41,Red Lobster,5,91.77,23
32374,2020-05-24 03:44:47,Pizza Hut,3,25.76,25
44891,2017-12-17 11:03:44,Cheetos,7,78.82,18
52865,2017-09-29 07:24:48,Carib Brewery,2,33.29,15
57248,2020-07-28 17:03:28,Carib Brewery,7,78.77,21
28577,2019-03-27 02:31:38,Doritos,5,64.77,7
47853,2020-01-30 01:09:17,Wendy's,4,71.93,21
20515,2021-06-18 21:15:17,Andy Capp's fries,5,43.57,19
80408,2021-09-06 22:05:20,Applebee's,2,79.76,4
53508,2019-03-03 12:03:02,Starbucks,7,62.76,13
68012,2021-09-02 19:03:31,Lavazza,6,85.24,28
15840,2016-09-26 01:06:25,McDonald's,7,98.82,9
84178,2019-09-21 21:48:11,Andy Capp's fries,4,87.20,12
97915,2021-07-23 15:06:58,Knorr,2,94.54,28
37359,2017-12-03 12:46:57,Wonder Bread,5,43.62,15
19554,2020-02-29 18:26:36,Kinder,1,4.85,25
96821,2020-05-10 14:48:00,Red Lobster,5,94.12,17
40153,2020-05-28 09:49:56,Papadopoulos,1,16.84,23
19728,2021-09-17 05:40:13,Subway,2,22.48,27
82246,2016-07-21 02:39:01,Sun-Pat,7,71.78,22
93656,2019-02-05 06:01:07,Domino,3,94.49,4
95967,2021-03-12 03:03:40,Wendy's,5,95.59,21
6518,2017-07-22 10:11:45,Secret Recipe,6,76.81,10
83382,2018-03-19 08:05:50,Andy Capp's fries,7,23.54,23
1314,2017-03-29 16:22:57,KFC,9,4.98,1
14896,2020-04-17 02:03:41,Andy Capp's fries,1,11.25,24
78983,2019-01-17 02:10:16,LEonidas,5,9.20,1
33248,2017-08-17 09:47:42,Knorr,5,9.20,24
38594,2019-09-15 17:47:10,Nesquik,3,29.38,6
60165,2019-05-31 22:42:00,McDonald's,1,54.10,12
42157,2020-12-25 18:56:40,Tic Tac,3,32.33,25
12945,2021-11-21 20:25:26,Dr. Oetker,7,32.98,5
33459,2017-06-07 15:01:25,Bewley's,3,69.80,7
75882,2016-02-03 22:48:24,Taco Bell,8,81.11,9
78668,2021-08-11 21:31:03,M&M Food Market,7,54.26,24
74712,2020-08-07 12:55:03,Olymel,2,80.52,27
55273,2019-10-05 11:06:05,Nesquik,1,8.00,26
36394,2021-07-08 04:39:22,Pizza Hut,3,17.95,24
6883,2020-08-22 09:57:28,Applebee's,5,4.74,7
39107,2016-01-07 06:10:45,Dr. Oetker,5,83.42,27
57343,2019-08-28 12:20:28,Magnum,6,86.54,20
87260,2021-11-11 19:41:52,Betty Crocker,2,53.61,4
63618,2016-01-18 07:45:31,Lavazza,6,3.90,7
93033,2018-10-18 16:00:15,Domino,3,8.48,19
39909,2019-08-03 10:03:21,Wonder Bread,2,57.29,1
93180,2021-06-07 04:18:19,LEonidas,3,76.81,4
16300,2019-05-16 21:18:44,Wonder Bread,3,84.44,13
50673,2016-11-23 00:55:43,Kinder,5,27.39,4
20259,2016-07-10 16:53:18,Wendy's,3,43.66,20
15349,2018-12-28 05:21:30,Magnum,6,17.29,28
14297,2017-11-16 02:50:29,Betty Crocker,8,27.57,9
3465,2016-03-19 08:40:55,Kits,8,6.00,21
14197,2020-12-04 03:44:17,Applebee's,9,68.41,26
38199,2018-04-03 22:24:00,Tic Tac,9,86.39,15
14331,2021-11-29 19:22:39,Nesquik,2,56.42,13
97169,2019-07-19 03:32:49,Secret Recipe,2,37.55,15
87382,2017-02-23 19:39:54,Dunkin' Donuts,1,93.67,2
10149,2021-11-04 14:28:36,Baskin robbins,9,79.08,6
85227,2018-01-20 05:56:55,Betty Crocker,3,41.57,20
73062,2019-08-22 06:52:38,KFC,2,19.44,1
3951,2017-03-25 20:22:21,Applebee's,9,66.93,20
32541,2018-02-05 06:22:38,Papadopoulos,9,88.72,5
41266,2020-01-02 08:57:19,Cheetos,7,75.82,19
97972,2020-09-23 07:03:09,Dunkin' Donuts,5,88.59,27
82560,2019-06-01 10:51:22,Pizza Hut,4,93.23,4
99910,2017-08-05 10:17:36,Lavazza,8,89.04,25
30512,2017-03-11 19:15:42,Papadopoulos,1,22.21,1
6493,2016-05-12 06:45:19,Magnum,2,48.59,27
14087,2020-06-21 11:41:39,Soprole,4,6.43,23
79121,2019-05-23 19:41:38,Sun-Pat,7,20.14,25
36813,2016-10-19 16:13:04,KFC,9,67.97,23
14355,2018-03-25 06:05:44,Taco Bell,7,14.59,1
17731,2021-09-25 17:24:13,Cheetos,3,58.11,20
8846,2016-03-01 07:43:34,Applebee's,1,29.62,21
73166,2020-01-05 01:38:39,Wonder Bread,3,74.94,4
92995,2019-09-12 13:07:41,Wonder Bread,4,31.00,17
71371,2018-05-13 12:16:41,Nesquik,1,57.49,22
50299,2018-06-10 11:50:16,McDonald's,9,13.73,23
21463,2018-11-11 14:00:45,Domino,4,20.03,6
63245,2020-05-27 06:02:01,Cobblestone,2,79.93,16
36797,2020-03-16 05:11:36,Papadopoulos,2,73.84,6
49069,2017-06-26 12:11:22,Nabisco,7,54.49,8
67553,2021-01-28 12:17:07,Bewley's,2,46.83,27
36414,2016-09-14 04:10:26,McDonald's,3,44.39,8
32920,2020-02-24 07:49:42,Pizza Hut,2,9.65,23
56318,2019-07-17 06:40:52,McDonald's,2,94.05,25
38503,2020-01-04 20:52:49,Pizza Hut,1,38.73,25
98686,2017-12-18 03:14:55,Vitta Foods,5,69.57,22
56839,2016-05-03 18:02:23,Betty Crocker,8,50.28,27
31545,2017-09-25 08:31:51,Dunkin' Donuts,8,46.98,10
30988,2020-10-26 07:45:47,Nabisco,5,5.74,26
99038,2018-12-07 08:18:17,Cobblestone,8,86.48,3
53513,2019-06-07 01:47:34,Doritos,9,60.36,9
17534,2016-04-28 16:13:26,Bewley's,7,4.22,5
30294,2020-09-21 17:21:56,Magnum,9,8.23,16
76655,2021-07-30 22:53:48,Soprole,7,54.18,4
27918,2021-02-07 15:26:44,KFC,8,14.85,16
60522,2021-01-11 14:18:46,Soprole,8,71.83,22
76591,2021-03-26 08:48:31,Nabisco,1,80.41,21
2750,2017-01-27 19:06:53,Burger King,2,30.61,1
2906,2020-09-23 04:40:56,Nutella,3,66.10,3
88989,2016-02-13 16:24:20,Pizza Hut,5,85.92,15
85176,2021-11-06 16:07:31,Burger King,1,53.40,11
60317,2019-03-22 02:48:44,Vitta Foods,7,67.85,18
91552,2018-07-17 16:19:49,Applebee's,5,43.74,15
93100,2017-08-26 08:05:10,Kinder,1,10.15,15
90636,2020-08-15 05:44:28,Lavazza,9,87.66,11
71792,2020-12-03 22:18:36,Burger King,3,39.28,15
93517,2019-06-18 17:53:25,Cobblestone,2,2.64,21
88047,2019-06-24 11:19:41,Baskin robbins,2,95.83,14
7907,2019-08-06 17:21:47,Nesquik,3,5.47,22
74150,2020-02-15 18:37:35,Cobblestone,1,35.31,5
16565,2021-06-24 05:56:30,Baskin robbins,3,67.60,14
23970,2018-01-06 12:46:27,Cobblestone,8,42.09,10
4268,2016-11-15 12:53:57,Olymel,8,88.71,11
13439,2021-01-01 14:39:19,Baskin robbins,4,80.84,19
77743,2019-08-29 09:58:30,Wonder Bread,2,99.15,8
49097,2019-07-08 05:58:07,Wendy's,4,34.96,10
33979,2018-08-09 21:13:20,Pizza Hut,7,87.45,9
94560,2016-03-17 12:25:32,Wonder Bread,7,53.37,17
